Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	organism	sample_name	isolate	isolation_source	collection_date	geographic_location	tissue	development_stage
DRR286411	2022-06-07 13:06:50	2022-06-07 13:06:52	15970071	4791021300	15970071	300	1489		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286411	DRX275868		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242817	SAMD00293167	simple	105610	Montipora efflorescens	SAMD00293167							no					AORI	DRA011820		public	8A7FCCFA4E31015CA91379855E86C92B	5821655A6AC035706E71174D4296A969	Montipora efflorescens	Mont_egg						Egg
DRR286412	2022-06-07 13:06:50	2022-06-07 13:07:33	20789097	6236729100	20789097	300	1935		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286412	DRX275869		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242818	SAMD00293168	simple	105610	Montipora efflorescens	SAMD00293168							no					AORI	DRA011820		public	FA9EE0FEE3BD23EB0A40527DBD51A918	64543B0CB4A69D6B072CE760C6C3452C	Montipora efflorescens	Mont_planula_1dpf						Planula larvae
DRR286408	2022-06-07 13:06:50	2022-06-07 13:08:14	15192910	4557873000	15192910	300	1422		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286408	DRX275865		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242819	SAMD00293169	simple	105610	Montipora efflorescens	SAMD00293169							no					AORI	DRA011820		public	431A85622BAC9B379F022B8D2555E6F1	66686BAADE5AC862B1D13FF22C8696D3	Montipora efflorescens	Mont_planula_4dpf						Planula larvae
DRR286409	2022-06-07 13:06:50	2022-06-07 13:08:40	17600680	5280204000	17600680	300	1651		https://sra-download.ncbi.nlm.nih.gov/traces/dra4/DRR/000279/DRR286409	DRX275866		RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242820	SAMD00293170	simple	246299	Montipora cactus	SAMD00293170							no					AORI	DRA011820		public	EBF3C4CE01745F0B2CD8EB85CC436CBC	5A13F8754F529A8B753B3707539FD9F8	Montipora cactus	Mont_sperm						Sperm
DRR286407	2022-06-07 13:06:50	2022-06-07 13:06:02	21842337	4412152074	21842337	202	1276		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286407	DRX275864		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242821	SAMD00293171	simple	246299	Montipora cactus	SAMD00293171							no					AORI	DRA011820		public	84617DB7D30518073E9B4A569DB5F41D	F9BEB31E7DE3D64B390F52F370141C95	Montipora cactus	Mcac_adult						Adult
DRR286410	2022-06-07 13:06:50	2022-06-07 13:07:09	24351874	4919078548	24351874	202	1408		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000279/DRR286410	DRX275867		RNA-Seq	PolyA	TRANSCRIPTOMIC	PAIRED	400	0	ILLUMINA	Illumina NovaSeq 6000	DRP008629	PRJDB11460	3	847070	DRS242822	SAMD00293172	simple	105610	Montipora efflorescens	SAMD00293172							no					AORI	DRA011820		public	7F57E6E61F332BC13874CDDE15A6D834	CFD029EF8A55DEE63093FECCC91FC94F	Montipora efflorescens	Meff_adult						Adult
SRR18650999	2022-04-09 07:39:25	2022-04-06 00:30:33	95696808	28708968660	95696808	299	8338		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18650999/SRR18650999	SRX14754049	Illumina_MON_1	WGS	PCR	GENOMIC	PAIRED	0	0	ILLUMINA	Illumina NovaSeq 6000	SRP367755	PRJNA812941		812941	SRS12515359	SAMN26442120	simple	2924933	Montipora sp. Colony 1 RG-2022	MON_UAR_061801							no					UNIVERSITY OF CALIFORNIA SANTA CRUZ	SRA1398535		public	BAF8C0A3FB4FFD040E65079245887054	8F9722A746E7E632D2A596390A59E3B8	Montipora sp. Colony 1 RG-2022		Colony 1	coral reef	2018	Pacific Ocean	coral tissue
SRR6320031	2017-11-23 12:14:12	2017-11-23 12:12:43	1308983	49892941	0	38	29		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320031.sralite.1	SRX3419853	29.5C_Oceanospirillales S47_replicate4	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711932	SAMN08094714	simple	105609	Montipora aequituberculata	Index61.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	0C61B01702E6F7107529A6AC248F7EBF	8E47D2DF1D5D9C555ACD8F00C40A01F6	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320021	2017-11-23 12:14:12	2017-11-23 12:12:12	1316645	49975936	0	37	29		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/320/SRR6320021.sralite.1	SRX3419862	29.5C_Oceanospirillales S47_replicate5	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711941	SAMN08094715	simple	105609	Montipora aequituberculata	Index62.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	5F0F484504C6905602F33958DBDB9F29	5FF5A75B98B881C2BCE7AA8835B0DD85	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320015	2017-11-23 12:13:12	2017-11-23 12:12:02	1103035	41896865	0	37	24		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320015.sralite.1	SRX3419869	29.5C_Vibrio coralliilyticus_replicate5	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711949	SAMN08094723	simple	105609	Montipora aequituberculata	Index63.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	F85F2D312653BE70EBFE5D59BB3EC034	A4A4BB4BADA17B0D19FE729B743A191C	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320016	2017-11-23 12:14:12	2017-11-23 12:12:05	1492434	56669432	0	37	32		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320016.sralite.1	SRX3419868	29.5C_Vibrio coralliilyticus_replicate6	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711948	SAMN08094724	simple	105609	Montipora aequituberculata	Index64.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	7BBC5B45234EA1183FF716436C2EE76D	8FACCA19F8AA46544F96FE2BF7B337D8	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320023	2017-11-23 12:14:12	2017-11-23 12:12:19	1334078	50718080	0	38	29		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR632/0023/SRR6320023.sralite.1	SRX3419861	29.5C_Oceanospirillales S47_replicate6	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711940	SAMN08094716	simple	105609	Montipora aequituberculata	Index65.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	FBB58D700E1C3CBADFDDAAA79C48D04A	369505AD249DB1E754FDD0DEF31D7F07	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320005	2017-11-23 12:13:12	2017-11-23 12:11:34	1344828	51003930	0	37	30		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320005.sralite.1	SRX3419879	29.5C_No Bacteria_replicate4	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711958	SAMN08094705	simple	105609	Montipora aequituberculata	Index66.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	95A885D1A3DA82D1E3C027FC9300225D	14B4A6FC7AA7A9FD0C71F77F8DDFA531	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320004	2017-11-23 12:13:12	2017-11-23 12:11:31	1430394	54324260	0	37	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320004.sralite.1	SRX3419880	29.5C_No Bacteria_replicate5	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711959	SAMN08094706	simple	105609	Montipora aequituberculata	Index67.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	F64E480BDFA25FEC4454012EC1DD2F71	295C93C59ED7E42C30911E0EC75F2DCF	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319983	2017-11-23 12:13:13	2017-11-23 12:10:48	1380710	52474339	0	38	30		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/319/SRR6319983.sralite.1	SRX3419904	29.5C_No Bacteria_replicate6	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711983	SAMN08094707	simple	105609	Montipora aequituberculata	Index68.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	7984D57EACE21D15EFFAE675990D16DE	AC1D9C6BC24E2819DDF1C877998CC871	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319976	2017-11-23 12:13:13	2017-11-23 12:10:47	1296602	49286558	0	38	29		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/319/SRR6319976.sralite.1	SRX3419908	29.5C_No Bacteria_replicate7	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711986	SAMN08094708	simple	105609	Montipora aequituberculata	Index69.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	849FBCDE5487FA5F308FE84C91BD511C	253B0E97E987D2EF129354972D128C4E	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320045	2017-11-23 12:16:11	2017-11-23 12:13:00	2493456	94735768	0	37	56		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320045.sralite.1	SRX3419839	27C_No Bacteria_replicate7	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711918	SAMN08094681	simple	105609	Montipora aequituberculata	Index7.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	5A1D7133F28EC56FC2D23D8A9D5F9BC8	99E3AF2C9A488BB5CE2DC80F91095CCA	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320001	2017-11-23 12:13:12	2017-11-23 12:11:25	1064978	40497975	0	38	23		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320001.sralite.1	SRX3419883	29.5C_No Bacteria_replicate8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711961	SAMN08094709	simple	105609	Montipora aequituberculata	Index70.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	F57EF2F4255F04705E4989D31D607064	0DCE1FEF941EE1502139E17772909FE8	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320000	2017-11-23 12:13:12	2017-11-23 12:11:30	1440563	54806457	0	38	32		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/320/SRR6320000.sralite.1	SRX3419884	29.5C_No Bacteria_replicate9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711963	SAMN08094710	simple	105609	Montipora aequituberculata	Index71.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	DC0E95181DF4148FE09F85170E294C51	D4F380B37565D757E23C3BD5CBD0D163	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320019	2017-11-23 12:14:12	2017-11-23 12:12:12	1985959	75468590	0	38	44		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/320/SRR6320019.sralite.1	SRX3419864	29.5C_Oceanospirillales S47_replicate7	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711943	SAMN08094717	simple	105609	Montipora aequituberculata	Index72.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	59B55E332D8F061FC47CC81BB99A5BFB	80EED70E1278BA75933B0CB090F6A42A	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320020	2017-11-23 12:14:12	2017-11-23 12:12:24	2140205	81048045	0	37	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320020.sralite.1	SRX3419863	29.5C_Oceanospirillales S47_replicate8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711942	SAMN08094718	simple	105609	Montipora aequituberculata	Index73.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	8B5D9ABC053117D3E95B0EB25C670FC9	5CCE2D1DD44CEF4BD2D90D46CC166B5D	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320044	2017-11-23 12:14:12	2017-11-23 12:12:54	1553173	59323219	0	38	34		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320044.sralite.1	SRX3419840	27C_No Bacteria_replicate8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711919	SAMN08094682	simple	105609	Montipora aequituberculata	Index74.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	C391E238F15345A571BD986C193851EE	52DF2195CB91FC0B5688C086B72E08C5	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320043	2017-11-23 12:14:12	2017-11-23 12:12:48	1604102	61048526	0	38	35		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320043.sralite.1	SRX3419841	27C_No Bacteria_replicate9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711920	SAMN08094683	simple	105609	Montipora aequituberculata	Index75.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	0D40B98156009FAF3229AE879A13517F	37F8587A572F2A0BA67A74B8DBD1159E	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319982	2017-11-23 12:13:12	2017-11-23 12:10:57	1922894	73003050	0	37	42		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/319/SRR6319982.sralite.1	SRX3419901	29.5C_Vibrio coralliilyticus_replicate7	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711978	SAMN08094725	simple	105609	Montipora aequituberculata	Index76.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	AC44A087496449E4C38D808323793D49	031E02B6A55073A384A0E96C5D4A72EF	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319981	2017-11-23 12:13:12	2017-11-23 12:10:53	1754585	66829091	0	38	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/319/SRR6319981.sralite.1	SRX3419902	29.5C_Vibrio coralliilyticus_replicate8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711981	SAMN08094726	simple	105609	Montipora aequituberculata	Index77.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	9BFFFED0B3C91B62918A4490BCB7AFC7	DB525BC99399E22F4CB0427B44BD4722	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319985	2017-11-23 12:13:12	2017-11-23 12:10:52	1720950	65490592	0	38	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/319/SRR6319985.sralite.1	SRX3419899	29.5C_Vibrio coralliilyticus_replicate9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711979	SAMN08094727	simple	105609	Montipora aequituberculata	Index78.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	7BE416AD7207374EA8EAB0051306AB32	624C5A6A8937C609E3A08E76C1EFD564	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6320018	2017-11-23 12:17:11	2017-11-23 12:13:21	5971063	225830084	0	37	135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/320/SRR6320018.sralite.1	SRX3419866	32C_Oceanospirillales S47_replicate8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711945	SAMN08094744	simple	105609	Montipora aequituberculata	Index8.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	AFA02200D271E5880C93EDC7ABC8E836	97976AD1EDB3B84F3E2D67DB314F6D9F	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319993	2017-11-23 12:13:12	2017-11-23 12:11:05	1411476	53751201	0	38	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/319/SRR6319993.sralite.1	SRX3419891	27C_Oceanospirillales S47_replicate8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711971	SAMN08094691	simple	105609	Montipora aequituberculata	Index80.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	EFDC3129579036C74E36A2BCE50C99B8	857A7DA792FD1B2EAC0007018D25FCDB	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319992	2017-11-23 12:13:12	2017-11-23 12:11:02	1965373	74537889	0	37	43		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/319/SRR6319992.sralite.1	SRX3419892	27C_Oceanospirillales S47_replicate9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711970	SAMN08094692	simple	105609	Montipora aequituberculata	Index81.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	0B1C98D813B990990EFA3617AA0E640A	F97FD6E0EC8A1D7FEBFC9CE2C7C080F2	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
SRR6319974	2017-11-23 12:13:13	2017-11-23 12:11:05	2663997	98283447	0	36	60		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/319/SRR6319974.sralite.1	SRX3419910	32C_Oceanospirillales S47_replicate9	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP125476	PRJNA419467	2	419467	SRS2711989	SAMN08094745	simple	105609	Montipora aequituberculata	Index9.raw							no					CENTRE SCIENTIFIQUE DE MONACO	SRA633654		public	26313C5CF40C7E567E02C3C981196E45	41DE35EC852DC4D96F44CACEBF94CC2D	Montipora aequituberculata		not applicable	Coral reef - aquarium	2012-10-24	Australia: Magnetic Island, Great Barrier Reef	Coral tissue
ERR2017822	2017-08-27 07:48:32	2017-12-27 10:11:15	20782661	2078266100	20782661	100	1407		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/017/ERR2017822.sralite.1	ERX2077404	Control-M1A1p	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	115	0	ILLUMINA	Illumina HiSeq 2500	ERP023791	PRJEB21531		400759	ERS1801501	SAMEA104142483	simple	46705	Montipora digitata	SAMEA104142483							no					DEPARTMENT OF EARTH AND ENVIRONMENTAL  SCIENCES PA	ERA965854		public	8A00C6AD9A8E5DC4BF1C974A8B0CDF33	1AE66EC7424D2155350C073B27086F06	Montipora digitata	Mdigitata1	M1A1				Whole colony	Adult
ERR2017823	2017-08-27 07:48:32	2017-12-27 10:05:47	24072719	2407271900	24072719	100	1540		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/017/ERR2017823.sralite.1	ERX2077405	Control-M1C1p	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	115	0	ILLUMINA	Illumina HiSeq 2500	ERP023791	PRJEB21531		400759	ERS1801502	SAMEA104142484	simple	46705	Montipora digitata	SAMEA104142484							no					DEPARTMENT OF EARTH AND ENVIRONMENTAL  SCIENCES PA	ERA965854		public	6402D6271AD353A0D0216CCEBA373084	39B69173D0CC89DB15C89BA0EAE556B8	Montipora digitata	Mdigitata2	M1C1				Whole colony	Adult
ERR2017824	2017-08-27 07:48:32	2017-12-27 10:05:46	24751676	2475167600	24751676	100	1682		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/017/ERR2017824.sralite.1	ERX2077406	Control-M1E1p	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	115	0	ILLUMINA	Illumina HiSeq 2500	ERP023791	PRJEB21531		400759	ERS1801503	SAMEA104142485	simple	46705	Montipora digitata	SAMEA104142485							no					DEPARTMENT OF EARTH AND ENVIRONMENTAL  SCIENCES PA	ERA965854		public	D5B9EEA764152FE08F4D5C3F43A07A7E	83FB7FD7AA5C5C24EC8976126A088218	Montipora digitata	Mdigitata3	M1E1				Whole colony	Adult
ERR2017825	2017-08-27 07:48:32	2017-12-27 10:04:38	38045476	3804547600	38045476	100	2593		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/017/ERR2017825.sralite.1	ERX2077407	Treat-M1F1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	115	0	ILLUMINA	Illumina HiSeq 2500	ERP023791	PRJEB21531		400759	ERS1801504	SAMEA104142486	simple	46705	Montipora digitata	SAMEA104142486							no					DEPARTMENT OF EARTH AND ENVIRONMENTAL  SCIENCES PA	ERA965854		public	9327F04910778447373898015F0D5128	44864D03FDBD7F302772946A7CABB83A	Montipora digitata	Mdigitata4	M1F1				Whole colony	Adult
ERR2017826	2017-08-27 07:48:32	2017-12-27 10:05:48	26980728	2698072800	26980728	100	1736		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/017/ERR2017826.sralite.1	ERX2077408	Treat-M1F1p	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	115	0	ILLUMINA	Illumina HiSeq 2500	ERP023791	PRJEB21531		400759	ERS1801505	SAMEA104142487	simple	46705	Montipora digitata	SAMEA104142487							no					DEPARTMENT OF EARTH AND ENVIRONMENTAL  SCIENCES PA	ERA965854		public	AEC4AD7B1DC89947EBD9B7073940AA64	217AE9C5832AC1441B78724E938BDC69	Montipora digitata	Mdigitata5	M1F1p				Whole colony	Adult
ERR2017827	2017-08-27 07:48:32	2017-12-27 10:07:20	22768385	2276838500	22768385	100	1466		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/017/ERR2017827.sralite.1	ERX2077409	Treat-M1H1p	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	115	0	ILLUMINA	Illumina HiSeq 2500	ERP023791	PRJEB21531		400759	ERS1801506	SAMEA104142488	simple	46705	Montipora digitata	SAMEA104142488							no					DEPARTMENT OF EARTH AND ENVIRONMENTAL  SCIENCES PA	ERA965854		public	04FBF6FD0AFB8E38C712C863E838888E	5AC1D54B1CA3C563B31E95CFC16DCD43	Montipora digitata	Mdigitata6	M1H1				Whole colony	Adult
