SRR7042978	SRR7062295	SRR7062350	SRR7043704	SRR7058616	SRR7058566	SRR7055829	SRR7058378	SRR7058606	SRR7059699	SRR7043013	SRR7046161	SRR6987146	SRR7041301	SRR7040514	SRR6964364	SRR6986864	SRR6951744	SRR6963586	SRR6963878	SRR7039808	SRR6951423	SRR6952431	SRR6963891	SRR6914609	SRR6914908	SRR6934388	SRR6934542	SRR6942678	SRR6942729	SRR6914151	SRR6935629	Pacuta_HTAC_TP1_1653	Pacuta_HTHC_TP6_1721	Pacuta_ATHC_TP10_1205	Pacuta_ATAC_TP5_1059	Pacuta_HTHC_TP1_2210	Pacuta_HTHC_TP11_1416	Pacuta_ATHC_TP8_2861	Pacuta_HTHC_TP5_1168	Pacuta_HTAC_TP7_1487	Pacuta_ATAC_TP6_1050	Pacuta_ATAC_TP7_1047	Pacuta_ATHC_TP1_2977	Pacuta_HTHC_TP4_1169	Pacuta_ATHC_TP11_2879	Pacuta_ATHC_TP7_1281	Pacuta_HTAC_TP5_1571	Pacuta_ATHC_TP1_1207	Pacuta_HTAC_TP8_1329	Pacuta_ATHC_TP9_2979	Pacuta_HTHC_TP3_2527	Pacuta_ATHC_TP6_2999	Pacuta_ATHC_TP3_1219	Pacuta_HTAC_TP3_2026	Pacuta_ATHC_TP10_2197	Pacuta_HTAC_TP5_1303	Pacuta_HTAC_TP6_1330	Pacuta_ATHC_TP11_2668	Pacuta_HTHC_TP1_1676	Pacuta_HTAC_TP10_1225	Pacuta_HTHC_TP3_1418	Pacuta_ATHC_TP4_2993	Pacuta_ATHC_TP5_1296	Pacuta_ATAC_TP7_1445	Pacuta_HTAC_TP9_1302	Pacuta_HTAC_TP9_1486	Pacuta_ATAC_TP1_1775	Pacuta_HTAC_TP6_1744	Pacuta_ATAC_TP6_1468	Pacuta_ATHC_TP5_2212	Pacuta_ATAC_TP10_1159	Pacuta_ATAC_TP8_1755	Pacuta_ATAC_TP9_1141	Pacuta_ATAC_TP1_1043	Pacuta_ATAC_TP6_1542	Pacuta_HTHC_TP4_1343	Pacuta_HTHC_TP7_1427	Pacuta_ATHC_TP3_2750	Pacuta_HTAC_TP4_1581	Pacuta_ATHC_TP1_2743	Pacuta_HTHC_TP8_1184	Pacuta_ATAC_TP10_1641	Pacuta_ATAC_TP3_1471	Pacuta_HTAC_TP8_1765	Pacuta_HTAC_TP11_1647	Pacuta_HTHC_TP4_2195	Pacuta_HTAC_TP11_1582	Pacuta_ATAC_TP4_2002	Pacuta_HTAC_TP4_1701	Pacuta_ATAC_TP5_1563	Pacuta_ATHC_TP8_2564	Pacuta_ATAC_TP1_2363	Pacuta_HTAC_TP1_2005	Pacuta_ATAC_TP4_1060	Pacuta_HTAC_TP3_1617	Pacuta_HTHC_TP10_1732	Pacuta_HTHC_TP1_1239	Pacuta_HTHC_TP10_1238	Pacuta_ATHC_TP7_2409	Pacuta_HTHC_TP7_1090	Pacuta_ATAC_TP10_1559	Pacuta_ATAC_TP5_1757	Pacuta_HTHC_TP7_1820	Pacuta_ATAC_TP9_1594	Pacuta_HTAC_TP10_1536	Pacuta_ATHC_TP10_2550	Pacuta_HTHC_TP11_2185	Pacuta_HTHC_TP5_1415	Pacuta_ATAC_TP11_2306	Pacuta_HTHC_TP5_2087	Pacuta_ATHC_TP11_1147	Pacuta_HTAC_TP11_1596	Pacuta_ATAC_TP4_1762	Pacuta_HTAC_TP5_1707	Pacuta_ATHC_TP3_2534	Pacuta_HTAC_TP9_1696	Pacuta_HTHC_TP8_1709	Pacuta_ATAC_TP7_2413	Pacuta_HTAC_TP10_2064	Pacuta_HTHC_TP3_1227	Pacuta_HTHC_TP6_1595	Pacuta_HTHC_TP8_2304	Pacuta_HTHC_TP9_2202	Pacuta_ATAC_TP3_1041	Pacuta_HTHC_TP6_1138	Pacuta_ATHC_TP7_2878	Pacuta_HTAC_TP1_2414	Pacuta_HTAC_TP7_1728	Pacuta_ATAC_TP11_1103	Pacuta_ATHC_TP9_2873	Pacuta_ATHC_TP4_1220	Pacuta_HTHC_TP9_2305	Pacuta_HTAC_TP6_1466	Pacuta_HTHC_TP10_2300	Pacuta_ATHC_TP5_2877	Pacuta_ATHC_TP6_2870	Pacuta_ATAC_TP3_1637	Pacuta_ATHC_TP9_1451	Pacuta_HTAC_TP8_2513	Pacuta_HTHC_TP9_1131	Pacuta_ATAC_TP8_2012	Pacuta_ATAC_TP9_2357	Pacuta_ATHC_TP6_1254	Pacuta_HTAC_TP3_1642	Pacuta_HTAC_TP7_2072	Pacuta_ATHC_TP8_1459	Pacuta_ATAC_TP8_1051	Pacuta_HTAC_TP4_1767	Pacuta_ATAC_TP11_1777	Pacuta_ATHC_TP4_2733
Pacuta_ATHC_TP11_1147	0.0279176	0.0202451	0.0219284	0.0229594	0.0226751	0.0239807	0.0279695	0.026959	0.0268872	0.0253023	0	0.00596904	0.0219971	0.0244001	0.025199	0.026768	0.0266619	0.0215357	0.0244945	0.0249339	0.0144993	0.0165685	0.0170449	0.0184341	0.0227845	0.02555	0.0226457	0.0232377	0.0207228	0.0209367	0.01306	0.0146014	0.197965	0.170393	0.215149	0.214747	0.232569	0.249328	0.249019	0.249494	0.248794	0.249264	0.251287	0.248781	0.250241	0.252894	0.252354	0.252375	0.253491	0.253746	0.24488	0.244824	0.245616	0.246081	0.245673	0.246723	0.245918	0.228405	0.255161	0.234202	0.235882	0.237264	0.239444	0.241563	0.294549	0.276869	0.281045	0.282584	0.285059	0.288665	0.288876	0.276393	0.280236	0.280017	0.290122	0.28861	0.289596	0.291381	0.294832	0.295099	0.279387	0.279885	0.278477	0.275029	0.27334	0.288811	0.289276	0.291247	0.291294	0.291127	0.29089	0.291255	0.279555	0.278753	0.281179	0.279518	0.282704	0.284564	0.284354	0.287902	0.286122	0.282234	0.282697	0.281874	0.281003	0.281414	0.292304	0.320227	0.301261	0.473371	0.476723	0.5	0.476881	0.476738	0.476492	0.476868	0.479542	0.47926	0.467822	0.468818	0.469433	0.469778	0.47017	0.470689	0.471335	0.472355	0.473161	0.474986	0.47484	0.456079	0.454942	0.461283	0.463149	0.463431	0.465603	0.465402	0.464798	0.460897	0.460476	0.461259	0.461182	0.457143	0.459035	0.375492	0.382671	0.382799	0.391291	0.393295	0.39744	0.39302	0.401185
Pacuta_HTHC_TP5_2087	0.0333065	0.0257544	0.0275768	0.0282937	0.0281798	0.0294859	0.0334087	0.0323336	0.0325119	0.0309435	0	0.0116448	0.0274199	0.0299696	0.0306192	0.0322873	0.0321135	0.0269808	0.0298556	0.0302848	0.0201374	0.0220823	0.0225754	0.0238201	0.0280731	0.0307264	0.028016	0.0284584	0.0260385	0.0261496	0.0183101	0.0199348	0.202756	0.175078	0.218328	0.218247	0.235849	0.251241	0.251716	0.252233	0.251373	0.251794	0.253702	0.251294	0.253185	0.25517	0.254654	0.255166	0.256331	0.256378	0.247102	0.247549	0.248473	0.248722	0.2485	0.249305	0.248769	0.231503	0.2579	0.236998	0.238381	0.24018	0.242061	0.244306	0.296836	0.278244	0.282754	0.284826	0.287157	0.290943	0.291124	0.278417	0.282189	0.281797	0.292911	0.291389	0.292319	0.294074	0.298099	0.298128	0.282142	0.282616	0.280929	0.277819	0.275822	0.290915	0.292119	0.293469	0.29416	0.294204	0.293782	0.293985	0.282248	0.281517	0.283896	0.282327	0.285406	0.287236	0.286955	0.290767	0.289026	0.284985	0.285532	0.284168	0.283758	0.284124	0.295945	0.322211	0.303438	0.474067	0.5	0.476723	0.477951	0.478766	0.479095	0.479602	0.482388	0.480757	0.469532	0.469859	0.471705	0.47202	0.472418	0.473035	0.473946	0.474654	0.474974	0.477155	0.476436	0.457315	0.456343	0.463567	0.464668	0.46578	0.467497	0.466949	0.467219	0.463071	0.463136	0.461231	0.462949	0.459684	0.460026	0.379018	0.383843	0.383977	0.392984	0.39563	0.399605	0.395239	0.403391
Pacuta_ATAC_TP11_2306	0.0246042	0.0168131	0.0186472	0.0196245	0.0193265	0.0207229	0.0247506	0.023676	0.0236521	0.0221621	0	0.00251023	0.0186807	0.0212309	0.0220302	0.0235811	0.0234857	0.0183318	0.0212467	0.0216065	0.0112162	0.0131824	0.0138223	0.0151947	0.0191982	0.0217775	0.0188578	0.019488	0.0169696	0.0171286	0.0090629	0.0107682	0.195754	0.16809	0.213334	0.212961	0.230432	0.247823	0.247934	0.248052	0.247611	0.247876	0.249797	0.247582	0.249174	0.251452	0.250988	0.2509	0.252174	0.25226	0.243422	0.243372	0.244312	0.244757	0.24436	0.245405	0.244645	0.227237	0.253838	0.232857	0.234327	0.235984	0.238325	0.240374	0.292493	0.27521	0.279655	0.281284	0.283492	0.287294	0.287528	0.275132	0.279013	0.278605	0.288374	0.28668	0.28757	0.289354	0.292792	0.29262	0.277678	0.278072	0.276876	0.273759	0.271779	0.286861	0.287655	0.288973	0.289246	0.28921	0.289148	0.289323	0.277754	0.2772	0.279519	0.277877	0.280816	0.282938	0.282436	0.286045	0.284501	0.280808	0.281062	0.280007	0.279364	0.279735	0.290307	0.318229	0.299458	0.5	0.474067	0.473371	0.474322	0.474317	0.474191	0.474482	0.476262	0.475345	0.466002	0.465588	0.467155	0.467642	0.467949	0.468256	0.469259	0.470287	0.470843	0.472857	0.472366	0.454208	0.452532	0.45867	0.460604	0.461496	0.463194	0.462526	0.463232	0.459266	0.45922	0.457977	0.459081	0.455668	0.456625	0.373437	0.380705	0.380718	0.38947	0.391726	0.395259	0.391208	0.398847
Pacuta_HTHC_TP5_1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136849	0.0863862	0.110893	0.164137	0.164904	0.165465	0.164695	0.164849	0.167363	0.164392	0.166752	0.168995	0.168077	0.168764	0.17025	0.170335	0.158942	0.159587	0.160711	0.161017	0.160784	0.161393	0.160765	0.138732	0.172217	0.145615	0.148251	0.150133	0.15245	0.155383	0.165195	0.208219	0.213343	0.215374	0.218508	0.222948	0.223081	0.207791	0.212919	0.21214	0.231987	0.229946	0.231091	0.232893	0.236742	0.236698	0.218971	0.218843	0.251192	0.248246	0.246092	0.26222	0.263877	0.265241	0.265705	0.266162	0.265306	0.265906	0.252938	0.253003	0.254993	0.253059	0.252845	0.259297	0.258346	0.262483	0.260847	0.256336	0.256887	0.255623	0.254684	0.255511	0.124544	0.366001	0.5	0.299458	0.303438	0.301261	0.301803	0.302347	0.302405	0.302439	0.304258	0.303476	0.296787	0.297454	0.298319	0.298482	0.298351	0.298842	0.298973	0.300019	0.300536	0.3016	0.301189	0.286927	0.286023	0.294327	0.292948	0.29322	0.294968	0.294405	0.294276	0.291511	0.291396	0.289928	0.290869	0.288419	0.28925	0.320771	0.328176	0.330319	0.331638	0.333962	0.337747	0.337692	0.339197
Pacuta_HTHC_TP11_2185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145645	0.105967	0.216996	0.237457	0.252483	0.253392	0.2533	0.253792	0.252939	0.253181	0.255186	0.253046	0.25465	0.256897	0.25616	0.256546	0.257817	0.25795	0.248762	0.24885	0.250032	0.250049	0.249712	0.25089	0.250077	0.233329	0.259001	0.238645	0.240594	0.241995	0.243855	0.245988	0.240964	0.278034	0.282162	0.28427	0.286192	0.29027	0.29042	0.27835	0.281835	0.281082	0.281793	0.280291	0.281178	0.282826	0.286697	0.286436	0.270971	0.271307	0.289848	0.286626	0.284803	0.300133	0.300857	0.302901	0.303003	0.302795	0.30243	0.302814	0.291382	0.290986	0.292795	0.291427	0.291572	0.296012	0.296006	0.299432	0.29788	0.29397	0.294334	0.293105	0.292518	0.293215	0.188794	0.5	0.366001	0.318229	0.322211	0.320227	0.321041	0.320699	0.320717	0.320939	0.32276	0.322261	0.314615	0.315671	0.315937	0.316335	0.316183	0.317115	0.317039	0.318148	0.318377	0.319923	0.319152	0.306103	0.304729	0.313391	0.311026	0.311539	0.313382	0.312464	0.312383	0.309568	0.309833	0.308618	0.309602	0.307297	0.307499	0.333982	0.332668	0.333202	0.337377	0.339321	0.3431	0.34351	0.346394
Pacuta_ATHC_TP10_2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0892482	0.0439506	0.230107	0.147406	0.156783	0.212894	0.213683	0.213858	0.21297	0.212876	0.215819	0.212501	0.214948	0.217755	0.217113	0.21707	0.218907	0.219414	0.207633	0.207748	0.209235	0.209379	0.208978	0.210067	0.209222	0.186888	0.219496	0.194422	0.19624	0.198861	0.201122	0.203693	0.228916	0.194466	0.200507	0.202779	0.205279	0.210786	0.210862	0.194909	0.200032	0.199872	0.168547	0.166648	0.16792	0.170797	0.175563	0.175661	0.154309	0.155653	0.154986	0.151176	0.148453	0.16758	0.168671	0.170757	0.171328	0.17138	0.170882	0.171298	0.156136	0.155534	0.158343	0.156228	0.15818	0.162672	0.162259	0.166636	0.164636	0.160207	0.160703	0.158403	0.157832	0.158953	0.5	0.188794	0.124544	0.290307	0.295945	0.292304	0.293764	0.294016	0.294203	0.294175	0.29689	0.296237	0.285345	0.286348	0.287367	0.287674	0.287457	0.289053	0.289699	0.290435	0.290645	0.292735	0.291942	0.274131	0.272633	0.28267	0.280907	0.281503	0.283805	0.28332	0.282768	0.278665	0.279623	0.277152	0.278997	0.275573	0.275729	0.283679	0.276953	0.277489	0.291739	0.294563	0.299046	0.290838	0.303075
Pacuta_HTAC_TP10_1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129039	0.0881603	0.204911	0.17597	0.188844	0.215579	0.216528	0.217125	0.216006	0.216287	0.218544	0.216122	0.217433	0.219873	0.219485	0.219399	0.220915	0.221068	0.211811	0.211699	0.213312	0.213088	0.21275	0.213744	0.213346	0.194775	0.222908	0.200239	0.202377	0.204019	0.206422	0.208568	0.246606	0.26445	0.269992	0.271617	0.273574	0.27745	0.277606	0.265351	0.269325	0.268923	0.371724	0.371267	0.372222	0.374343	0.377597	0.377244	0.362456	0.362486	0.451882	0.451561	0.450638	0.464748	0.465899	0.46761	0.46791	0.468259	0.468293	0.468971	0.455914	0.456326	0.458106	0.457395	0.456619	0.46131	0.462731	0.465403	0.463834	0.460313	0.460272	0.45785	0.458335	0.5	0.158953	0.293215	0.255511	0.279735	0.284124	0.281414	0.282181	0.282162	0.282287	0.282436	0.28439	0.283844	0.276225	0.27772	0.278129	0.278005	0.278665	0.279379	0.279261	0.279852	0.280157	0.281732	0.281104	0.268288	0.26623	0.275814	0.273292	0.27325	0.275581	0.274503	0.274543	0.271267	0.271259	0.270557	0.271787	0.269182	0.269114	0.276964	0.268639	0.269677	0.275203	0.277796	0.281101	0.280089	0.283843
Pacuta_ATAC_TP9_1594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128077	0.086674	0.203743	0.174648	0.187441	0.214738	0.215767	0.216045	0.214887	0.215443	0.217605	0.215134	0.216657	0.218727	0.21842	0.218627	0.220098	0.22011	0.210865	0.210574	0.212376	0.211996	0.212018	0.212651	0.212167	0.193741	0.222095	0.199257	0.201165	0.20285	0.205303	0.207563	0.245728	0.263293	0.268801	0.270756	0.272931	0.276505	0.276748	0.264828	0.268185	0.268288	0.371217	0.370847	0.372062	0.373925	0.377382	0.376771	0.361736	0.361848	0.451257	0.451658	0.449679	0.464189	0.464996	0.466731	0.46759	0.467781	0.467833	0.467949	0.455441	0.45569	0.457595	0.456779	0.45621	0.460846	0.461576	0.465327	0.46356	0.459623	0.460011	0.457598	0.5	0.458335	0.157832	0.292518	0.254684	0.279364	0.283758	0.281003	0.281648	0.281776	0.281944	0.28204	0.283857	0.283288	0.275811	0.276996	0.277782	0.277427	0.277984	0.278748	0.278787	0.279378	0.279446	0.280986	0.280601	0.267693	0.265795	0.275201	0.272566	0.272975	0.274988	0.273966	0.274311	0.270811	0.270926	0.269708	0.271012	0.268588	0.268681	0.276222	0.267886	0.269075	0.274478	0.27715	0.28028	0.279548	0.283184
Pacuta_HTHC_TP7_1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128774	0.0876571	0.204318	0.175612	0.188683	0.215667	0.216313	0.216822	0.216078	0.216301	0.218519	0.215998	0.217838	0.219712	0.219494	0.219645	0.22093	0.220964	0.211447	0.211542	0.212973	0.212931	0.212557	0.213636	0.212982	0.194324	0.223092	0.199564	0.202175	0.203658	0.205895	0.208261	0.246778	0.265079	0.269748	0.271463	0.273893	0.277517	0.277501	0.265045	0.268583	0.268629	0.372114	0.372103	0.372783	0.374519	0.377575	0.377345	0.362187	0.361534	0.450358	0.450831	0.449333	0.464457	0.466151	0.466859	0.467698	0.467942	0.467748	0.468152	0.454656	0.455382	0.456757	0.456043	0.455495	0.461209	0.461243	0.465321	0.463821	0.458712	0.459077	0.5	0.457598	0.45785	0.158403	0.293105	0.255623	0.280007	0.284168	0.281874	0.282209	0.282623	0.28251	0.282695	0.284487	0.283866	0.276928	0.277481	0.278107	0.278195	0.278328	0.27895	0.279211	0.280076	0.280336	0.281855	0.281508	0.267958	0.265853	0.275901	0.273062	0.273126	0.275109	0.27407	0.274368	0.2712	0.270883	0.270435	0.271314	0.268497	0.268912	0.276292	0.269097	0.270064	0.274856	0.277053	0.280809	0.280255	0.284257
Pacuta_ATAC_TP5_1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131295	0.0905318	0.206485	0.177694	0.190555	0.217064	0.218101	0.218432	0.217347	0.217826	0.219878	0.217448	0.218952	0.221097	0.220778	0.221008	0.222286	0.222182	0.213076	0.213192	0.214626	0.214727	0.214341	0.215262	0.214787	0.196245	0.224436	0.201879	0.203476	0.205545	0.207736	0.210213	0.248642	0.265719	0.271274	0.273291	0.27527	0.27882	0.279274	0.267082	0.27081	0.270526	0.373162	0.372781	0.373986	0.375542	0.379425	0.378708	0.364233	0.364101	0.452972	0.45358	0.451397	0.466053	0.467565	0.468857	0.469891	0.469948	0.469923	0.47005	0.457868	0.457826	0.460015	0.458927	0.457771	0.462817	0.463212	0.467353	0.465453	0.462049	0.5	0.459077	0.460011	0.460272	0.160703	0.294334	0.256887	0.281062	0.285532	0.282697	0.28339	0.283912	0.283878	0.283874	0.285755	0.28494	0.277721	0.278576	0.279809	0.279544	0.279872	0.280493	0.280869	0.281369	0.281672	0.283058	0.282382	0.269658	0.267959	0.277724	0.274814	0.274745	0.27677	0.276336	0.276142	0.272971	0.272943	0.271548	0.272798	0.270498	0.270867	0.278748	0.269885	0.271177	0.276448	0.279382	0.282649	0.281698	0.285168
Pacuta_ATAC_TP10_1559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130734	0.0898896	0.20626	0.177463	0.190031	0.216818	0.21807	0.218456	0.217494	0.217598	0.219866	0.21752	0.218808	0.221131	0.220436	0.220831	0.222338	0.222077	0.213276	0.213185	0.214778	0.214723	0.214294	0.215252	0.214723	0.196151	0.224465	0.20203	0.203247	0.205454	0.207865	0.210169	0.247967	0.264986	0.270598	0.272698	0.274579	0.278265	0.278634	0.266873	0.270319	0.270146	0.373168	0.372631	0.373932	0.375469	0.379163	0.378531	0.364112	0.363825	0.453663	0.453606	0.45165	0.465655	0.466532	0.468661	0.469321	0.46961	0.469594	0.469889	0.457921	0.457979	0.460023	0.458425	0.457781	0.462685	0.463196	0.466879	0.465005	0.5	0.462049	0.458712	0.459623	0.460313	0.160207	0.29397	0.256336	0.280808	0.284985	0.282234	0.282881	0.283478	0.283209	0.2832	0.285172	0.284549	0.277328	0.278255	0.279214	0.278953	0.27936	0.280223	0.280503	0.280826	0.28119	0.282536	0.281748	0.269453	0.267517	0.277159	0.274358	0.274557	0.276508	0.275885	0.275941	0.272588	0.272815	0.271201	0.272935	0.270551	0.270461	0.278186	0.269525	0.270464	0.276078	0.27899	0.281892	0.2812	0.284527
Pacuta_HTHC_TP7_1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.136328	0.0962215	0.209889	0.181685	0.194497	0.220521	0.221265	0.221794	0.221047	0.221319	0.223467	0.220869	0.222661	0.224597	0.224298	0.22449	0.22578	0.225899	0.216429	0.216701	0.217899	0.217933	0.217616	0.218657	0.217776	0.199518	0.227878	0.204942	0.207062	0.208886	0.211094	0.213233	0.251675	0.269322	0.274511	0.276087	0.27867	0.282348	0.282388	0.269988	0.273529	0.27342	0.377293	0.377244	0.378004	0.380029	0.383499	0.383126	0.367209	0.36705	0.455999	0.456553	0.454678	0.470589	0.472058	0.473626	0.47443	0.474524	0.474592	0.474959	0.460837	0.460832	0.46305	0.462294	0.461587	0.467098	0.467199	0.471625	0.5	0.465005	0.465453	0.463821	0.46356	0.463834	0.164636	0.29788	0.260847	0.284501	0.289026	0.286122	0.286907	0.287263	0.287199	0.287268	0.289367	0.288659	0.281083	0.28184	0.282667	0.282784	0.283152	0.283697	0.284075	0.284653	0.285023	0.286503	0.286131	0.27256	0.270611	0.280562	0.27768	0.277743	0.280019	0.278894	0.279246	0.275782	0.27555	0.274773	0.275825	0.273309	0.273524	0.281068	0.273477	0.274444	0.279472	0.282234	0.285728	0.284782	0.288722
Pacuta_ATHC_TP7_2409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139187	0.0993398	0.211639	0.183938	0.196986	0.222158	0.222826	0.223227	0.222526	0.222795	0.225184	0.222402	0.224146	0.226217	0.225949	0.225998	0.22735	0.227412	0.217898	0.21798	0.219434	0.219364	0.219162	0.220132	0.219351	0.201251	0.22943	0.206495	0.208595	0.210186	0.212568	0.214754	0.253988	0.271144	0.276228	0.278084	0.280272	0.28417	0.284333	0.27185	0.27519	0.275209	0.378815	0.378652	0.379618	0.381556	0.385411	0.385065	0.368697	0.368559	0.458069	0.45791	0.456236	0.473113	0.473833	0.476141	0.476873	0.477025	0.476838	0.477417	0.462481	0.462576	0.464841	0.463672	0.463563	0.468958	0.469249	0.5	0.471625	0.466879	0.467353	0.465321	0.465327	0.465403	0.166636	0.299432	0.262483	0.286045	0.290767	0.287902	0.28854	0.288694	0.288666	0.288959	0.290839	0.290216	0.282568	0.283533	0.284181	0.284324	0.284499	0.285231	0.285487	0.286304	0.286378	0.288159	0.287536	0.273923	0.272067	0.282024	0.279138	0.279383	0.281236	0.280694	0.280656	0.277088	0.277262	0.276013	0.277203	0.274835	0.274955	0.282736	0.274905	0.275764	0.281037	0.283741	0.287323	0.286565	0.290368
Pacuta_HTHC_TP10_1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133395	0.0929278	0.208349	0.179565	0.192523	0.218938	0.219683	0.22001	0.219068	0.219508	0.22176	0.219093	0.220621	0.222852	0.222636	0.222659	0.223932	0.224186	0.214709	0.214778	0.216171	0.216181	0.215992	0.216639	0.216114	0.197795	0.226019	0.203045	0.205213	0.206844	0.209199	0.211623	0.250041	0.267586	0.272743	0.274595	0.276728	0.280295	0.280531	0.268492	0.271894	0.272091	0.374884	0.374712	0.375676	0.377506	0.38106	0.380823	0.365552	0.365606	0.454749	0.454675	0.453247	0.468842	0.469477	0.471931	0.471928	0.472157	0.471793	0.472588	0.459112	0.459403	0.461557	0.460143	0.460466	0.464985	0.5	0.469249	0.467199	0.463196	0.463212	0.461243	0.461576	0.462731	0.162259	0.296006	0.258346	0.282436	0.286955	0.284354	0.28525	0.284927	0.284974	0.285258	0.287282	0.286642	0.279278	0.280363	0.280665	0.280617	0.281387	0.282155	0.281849	0.282513	0.282785	0.284366	0.283788	0.270741	0.268616	0.27871	0.27617	0.27603	0.278447	0.276953	0.277168	0.274014	0.273874	0.273088	0.274287	0.271371	0.272	0.279393	0.271193	0.27218	0.277584	0.280251	0.283675	0.282909	0.28666
Pacuta_HTHC_TP1_1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133142	0.0927198	0.207761	0.179363	0.192281	0.218766	0.219367	0.219705	0.219004	0.219314	0.221591	0.2191	0.220669	0.222836	0.222421	0.222351	0.224125	0.223868	0.214423	0.214725	0.216049	0.215913	0.215766	0.216814	0.216035	0.197497	0.226077	0.20305	0.20503	0.206883	0.209258	0.211487	0.249908	0.267494	0.272522	0.274658	0.276684	0.280284	0.28062	0.268215	0.271825	0.271687	0.374915	0.374657	0.375701	0.377385	0.381102	0.380586	0.365346	0.364644	0.45356	0.454625	0.452445	0.468557	0.469507	0.471164	0.472101	0.472082	0.471624	0.472154	0.459094	0.459722	0.460755	0.459661	0.459005	0.5	0.464985	0.468958	0.467098	0.462685	0.462817	0.461209	0.460846	0.46131	0.162672	0.296012	0.259297	0.282938	0.287236	0.284564	0.284927	0.28544	0.285314	0.285615	0.287246	0.286572	0.279444	0.280091	0.281266	0.281055	0.281282	0.282008	0.28235	0.282862	0.283266	0.284967	0.284188	0.270987	0.269161	0.279082	0.275921	0.276278	0.278165	0.277588	0.277446	0.274498	0.274141	0.27275	0.274175	0.271624	0.272248	0.279628	0.271976	0.272885	0.27789	0.280795	0.284193	0.283468	0.286924
Pacuta_HTHC_TP10_1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127445	0.0864195	0.197083	0.168138	0.180845	0.215507	0.216168	0.216713	0.215594	0.216012	0.218254	0.215604	0.217179	0.219442	0.218979	0.219208	0.220654	0.220693	0.211309	0.211241	0.21278	0.212755	0.212357	0.213263	0.212733	0.194125	0.222518	0.199732	0.201788	0.203145	0.205654	0.208308	0.24029	0.257516	0.263225	0.26524	0.267289	0.271101	0.271156	0.25872	0.262622	0.262436	0.373759	0.373308	0.374799	0.376413	0.379961	0.379771	0.364396	0.3646	0.449042	0.4494	0.447956	0.462594	0.463466	0.465824	0.465816	0.466211	0.466047	0.466384	0.453472	0.453556	0.455543	0.454642	0.5	0.459005	0.460466	0.463563	0.461587	0.457781	0.457771	0.455495	0.45621	0.456619	0.15818	0.291572	0.252845	0.280816	0.285406	0.282704	0.283529	0.283558	0.283427	0.283695	0.285804	0.285018	0.277496	0.278744	0.279298	0.279159	0.279893	0.280613	0.28026	0.281078	0.281254	0.282662	0.282266	0.269226	0.267303	0.276959	0.274521	0.274529	0.276895	0.275637	0.275556	0.272362	0.272343	0.271373	0.272927	0.270035	0.270246	0.274241	0.265402	0.266447	0.272952	0.275545	0.278888	0.277672	0.281894
