RetainedRef	DuplicateRef
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g31161.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g18245.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22552.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g29760.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g4263.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g22136.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g25615.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g9647.t1
Pocillopora_acuta_KBHIv2___RNAseq.g9655.t1	Pocillopora_acuta_KBHIv2___RNAseq.g6114.t1
Pocillopora_acuta_KBHIv2___TS.g14745.t1	Pocillopora_acuta_KBHIv2___TS.g14751.t1
Pocillopora_acuta_KBHIv2___TS.g14745.t1	Pocillopora_acuta_KBHIv2___TS.g14771.t1
Pocillopora_acuta_KBHIv2___TS.g14745.t1	Pocillopora_acuta_KBHIv2___TS.g14761.t1
Pocillopora_acuta_KBHIv2___RNAseq.g23538.t1	Pocillopora_acuta_KBHIv2___RNAseq.g10139.t1
Pocillopora_acuta_KBHIv2___RNAseq.g7415.t1	Pocillopora_acuta_KBHIv2___RNAseq.g10143.t1
